UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Mechanical_Load,Wear_Stress,Wear_Heat
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,10.200000000000045,53973.6,5504.0,49376.0
225,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,10.300000000000011,46411.200000000004,4746.6,49993.200000000004
226,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,10.199999999999989,73275.59999999999,8823.199999999999,50594.0
227,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,10.099999999999966,65386.8,8167.200000000001,51194.399999999994
228,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,10.199999999999989,55557.9,6064.8,51828.0
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,10.199999999999989,60435.9,6307.0,52445.0
230,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,10.199999999999989,49523.600000000006,5570.6,53370.5
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,10.300000000000011,54635.99999999999,6089.999999999999,54005.00000000001
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,10.099999999999966,60684.8,7628.7,54586.799999999996
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,10.199999999999989,67782.40000000001,8520.4,55203.6
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,10.199999999999989,52768.799999999996,6316.9,55820.399999999994
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,10.199999999999989,63406.2,7850.7,56437.2
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,10.199999999999989,56616.00000000001,6234.500000000001,57035.5
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,10.199999999999989,57856.50000000001,7275.6,57960.4
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,10.100000000000023,56803.200000000004,6954.0,58539.00000000001
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,10.200000000000045,70067.9,9707.9,59463.3
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,10.199999999999989,49296.600000000006,5967.0,60099.0
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,10.100000000000023,69092.40000000001,10165.2,60695.700000000004
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,10.100000000000023,43181.1,4860.0,61620.00000000001
243,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,10.199999999999989,79262.4,11877.599999999999,62256.399999999994
244,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,10.199999999999989,63592.200000000004,8996.4,62872.799999999996
245,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,10.199999999999989,68494.5,10114.6,63489.2
246,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,10.200000000000045,51087.799999999996,6562.599999999999,64392.9
247,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,10.200000000000045,53097.5,7102.0,65317.200000000004
248,L47427,L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,10.199999999999989,66839.5,9737.0,65954.8
249,L47428,L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,10.300000000000011,77361.59999999999,12268.8,66592.8
250,L47429,L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,10.300000000000011,78961.0,12251.6,67209.40000000001
251,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,10.300000000000011,54347.4,0.0,0.0
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,10.199999999999989,62451.6,85.2,616.4
253,L47432,L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,10.199999999999989,57995.99999999999,179.0,1541.0
254,L47433,L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,10.199999999999989,65407.4,337.40000000000003,2157.4
255,L47434,L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,10.199999999999989,57380.6,341.09999999999997,2773.7999999999997
256,L47435,L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,10.199999999999989,60155.6,444.4,3390.2
257,L47436,L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,10.199999999999989,83853.0,819.0,4007.9
258,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,10.0,47642.5,442.5,4620.0
259,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,10.099999999999966,56167.799999999996,644.3,5239.4
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,10.099999999999966,90738.0,1214.1,5855.8
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,10.100000000000023,74730.2,1080.2,6782.6
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,10.099999999999966,53093.4,802.5,7705.0
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,10.099999999999966,46524.8,723.6,8321.4
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,10.100000000000023,51260.1,968.9999999999999,9243.0
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,10.099999999999966,66025.0,1567.5,10170.6
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,10.100000000000023,53943.4,1298.5,10783.5
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,10.100000000000023,62928.00000000001,1616.9,11399.7
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,10.100000000000023,41229.4,886.2,12936.0
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,10.100000000000023,44640.0,1091.2,13552.0
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,10.0,56388.0,1813.0,15092.0
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,10.0,60192.0,2019.6000000000001,15708.0
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,10.0,59241.6,2284.7999999999997,17253.600000000002
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,10.0,59953.6,2383.6,18177.9
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,9.899999999999977,65596.0,2806.0,18788.0
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,9.899999999999977,47082.0,1795.5,19404.0
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,10.0,76634.7,3555.5,20020.0
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,9.899999999999977,46550.0,1782.2,20629.3
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,10.0,74985.3,3549.0,21560.0
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,10.0,47628.0,2205.0,23100.0
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,10.100000000000023,42564.6,1825.1999999999998,24031.800000000003
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,10.0,63627.200000000004,3496.0,24648.0
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,9.899999999999977,59349.0,3029.5,25564.0
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,10.0,69222.0,4233.0,26188.500000000004
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,10.0,63167.0,3784.0,27121.6
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,10.100000000000023,39379.2,1728.0,27747.0
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,10.100000000000023,56448.0,3312.0,28363.600000000002
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,10.100000000000023,52754.8,3120.8,28980.2
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,10.100000000000023,57038.0,3033.6000000000004,29596.800000000003
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,10.199999999999989,58447.00000000001,4135.6,30223.199999999997
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,10.299999999999955,67061.2,4810.1,31765.199999999997
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,10.299999999999955,65572.8,4788.0,32381.999999999996
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,10.300000000000011,62749.8,4558.2,32988.1
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,10.299999999999955,53667.00000000001,4381.8,33615.6
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,10.399999999999977,62361.6,4972.799999999999,34243.5
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,10.399999999999977,70109.2,5927.6,35786.0
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,10.5,52681.2,3653.2999999999997,36723.4
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,10.5,64449.00000000001,5636.400000000001,37637.0
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,10.5,43338.9,3137.2000000000003,38254.0
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,10.600000000000023,39812.299999999996,2356.2,38871.0
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,10.5,55785.200000000004,4663.6,40387.3
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,10.599999999999966,62122.6,5132.2,41325.6
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,10.699999999999989,47154.0,3685.6000000000004,41942.399999999994
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,10.599999999999966,53071.200000000004,4843.8,42559.2
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,10.599999999999966,64336.5,6220.5,44101.2
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,10.599999999999966,47767.5,4015.0,45026.399999999994
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,10.599999999999966,40876.799999999996,2841.6,45643.2
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,10.599999999999966,64715.4,7065.0,46260.0
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,10.599999999999966,57791.4,5563.2,46876.799999999996
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,10.600000000000023,61596.00000000001,7316.0,47817.5
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,10.600000000000023,59119.2,6405.599999999999,48434.5
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,10.600000000000023,63786.799999999996,6688.0,49376.0
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,10.600000000000023,64077.3,7276.5,50919.00000000001
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,10.700000000000045,52848.0,6048.0,51844.8
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,10.600000000000023,66700.4,8636.0,52462.00000000001
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,10.600000000000023,68900.0,9116.0,53062.0
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,10.5,66827.6,7105.0,53969.99999999999
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,10.599999999999966,56904.8,5876.400000000001,54586.799999999996
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,10.599999999999966,47854.0,5083.599999999999,55203.6
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,10.599999999999966,60328.799999999996,7221.9,55820.399999999994
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,10.599999999999966,51745.200000000004,5874.3,56437.2
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,10.599999999999966,59210.00000000001,7067.000000000001,57053.99999999999
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,10.599999999999966,49335.0,6175.0,58595.99999999999
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,10.699999999999989,57920.0,7680.0,59232.0
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,10.699999999999989,72274.29999999999,8982.199999999999,59849.0
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,10.699999999999989,62347.2,8212.4,60466.0
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,10.699999999999989,47232.200000000004,5532.2,61391.5
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,10.800000000000011,62141.4,8321.4,62008.5
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,10.800000000000011,77849.1,11510.1,62625.5
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,10.799999999999955,53474.2,6437.0,63221.99999999999
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,10.800000000000011,51428.0,6279.0,64785.0
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,10.799999999999955,58576.2,9008.5,66306.0
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,10.799999999999955,72192.9,11314.199999999999,67231.2
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,10.699999999999989,61827.600000000006,0.0,0.0
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,10.699999999999989,51551.1,93.9,924.5999999999999
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,10.600000000000023,65811.2,224.0,1540.5
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,10.700000000000045,45299.1,207.2,2464.8
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,10.599999999999966,40897.5,205.0,3082.0
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,10.699999999999989,48253.4,360.09999999999997,4007.9
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,10.699999999999989,59706.600000000006,573.0,4623.0
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,10.699999999999989,55158.600000000006,547.4000000000001,5239.4
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,10.700000000000045,58075.6,788.0,6162.0
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,10.800000000000011,49878.0,717.2,6780.4
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,10.800000000000011,68401.5,1162.5,7705.0
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,10.800000000000011,67456.8,1312.2,8324.1
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,10.699999999999989,33782.4,400.20000000000005,8937.8
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,10.800000000000011,52146.5,1052.8,9865.6
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,10.800000000000011,65946.8,1536.8000000000002,10482.2
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,10.800000000000011,62995.2,1509.6,11407.1
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,10.699999999999989,51258.9,1236.3,12023.7
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,10.699999999999989,54708.49999999999,1406.3,12640.300000000001
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,10.699999999999989,62019.99999999999,1904.8999999999999,13256.9
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,10.799999999999955,49941.0,1488.0,14803.199999999999
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,10.799999999999955,69322.0,2346.0,15728.4
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,10.800000000000011,50220.0,1620.0,16648.2
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,10.699999999999989,56869.399999999994,2023.6999999999998,18189.7
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,10.699999999999989,59888.7,2250.9,18806.3
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,10.799999999999955,68362.2,3080.7,19429.199999999997
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,10.799999999999955,51881.4,2257.2000000000003,20354.399999999998
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,10.699999999999989,53838.9,2495.6000000000004,20964.4
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,10.699999999999989,54218.200000000004,2456.6,21889.3
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,10.800000000000011,58102.200000000004,2826.8,22814.2
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,10.800000000000011,58732.799999999996,2833.6,23739.100000000002
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,10.699999999999989,50676.0,2441.1,24355.7
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,10.699999999999989,68736.4,4015.2,25897.2
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,10.799999999999955,77666.40000000001,4747.2,26522.399999999998
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,10.799999999999955,77797.5,5060.0,27139.199999999997
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,10.899999999999977,63476.799999999996,3681.0,27765.0
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,10.799999999999955,60092.7,3561.8999999999996,28681.199999999997
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,10.899999999999977,58815.5,3792.0,29606.399999999998
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,10.899999999999977,57290.700000000004,3537.8,30223.199999999997
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,10.800000000000011,60338.4,3831.6000000000004,31754.9
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,10.899999999999977,61112.4,4038.6000000000004,32690.399999999998
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,10.900000000000034,72638.5,5583.6,33296.4
374,L47553,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,10.900000000000034,59304.0,4662.0,34221.3
375,L47554,L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,10.900000000000034,61533.0,4859.0,34837.9
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,10.800000000000011,57334.2,4301.0,35443.0
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,10.800000000000011,72711.9,6072.3,36059.4
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,10.800000000000011,76753.59999999999,6468.0,36984.0
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,10.899999999999977,51567.6,3616.2,37908.6
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,10.899999999999977,47007.200000000004,3350.0,38525.0
381,L47560,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,10.800000000000011,32819.200000000004,1625.6000000000001,39154.1
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,11.0,62458.399999999994,5211.599999999999,39796.5
383,L47562,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,11.0,64080.0,6288.0,40413.5
384,M15243,M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,11.100000000000023,49734.0,3591.0,41043.8
385,L47564,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,11.0,45881.6,3644.8,41956.0
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,11.0,64195.6,6265.2,42586.8
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,11.099999999999966,67137.09999999999,7176.9,43526.7
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,11.0,75439.59999999999,8637.199999999999,44144.1
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,11.099999999999966,70131.0,6989.0,44761.5
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,11.099999999999966,77158.4,8055.599999999999,45378.9
391,L47570,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,11.099999999999966,68182.0,7005.0,46305.0
392,L47571,L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,11.0,56807.1,5791.2,46907.200000000004
393,M15252,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,10.899999999999977,64666.0,6683.599999999999,47509.0
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,10.899999999999977,70470.0,8195.4,48418.799999999996
395,L47574,L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,10.899999999999977,60967.2,6384.0,49344.0
396,L47575,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,10.900000000000034,59226.700000000004,6107.400000000001,49944.6
397,L47576,L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,10.900000000000034,63474.0,6986.400000000001,50561.200000000004
398,M15257,M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,10.900000000000034,51268.6,4797.4,51177.8
399,H29812,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,10.900000000000034,65487.200000000004,7368.400000000001,52102.700000000004
400,L47579,L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,11.0,69182.40000000001,8647.800000000001,53661.6
401,L47580,L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,11.100000000000023,35490.0,2974.3999999999996,54296.0
402,L47581,L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,11.0,52348.799999999996,5411.2,54913.0
403,L47582,L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,11.200000000000045,54199.399999999994,5813.999999999999,55548.00000000001
404,L47583,L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,11.300000000000011,76125.4,10883.6,56165.200000000004
405,L47584,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,11.300000000000011,59532.299999999996,8445.6,56782.4
406,L47585,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,11.199999999999989,77760.0,10713.6,57381.0
407,L47586,L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,11.200000000000045,74684.09999999999,9757.199999999999,58016.8
408,M15267,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,11.100000000000023,67360.0,7999.0,58615.0
409,M15268,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,11.200000000000045,63669.6,8569.199999999999,59559.8
410,L47589,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,11.200000000000045,60256.7,8094.799999999999,60485.600000000006
411,M15270,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,11.100000000000023,66092.8,8890.199999999999,61102.8
412,L47591,L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,11.199999999999989,63304.7,8904.3,62048.7
413,L47592,L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,11.100000000000023,66901.6,9784.6,62645.8
414,L47593,L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,11.0,54268.5,7072.5,63221.99999999999
415,L47594,L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,11.0,51610.0,6727.5,63838.799999999996
416,L47595,L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,10.899999999999977,64670.799999999996,8945.199999999999,64455.6
417,L47596,L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,11.100000000000023,56510.99999999999,7975.799999999999,65093.5
418,L47597,L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,11.0,69839.40000000001,10671.300000000001,65689.2
419,L47598,L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,11.0,38072.7,0.0,0.0
420,M15279,M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,11.0,57338.200000000004,76.4,616.6
421,M15280,M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,11.0,51519.6,198.0,1541.5
422,M15281,M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,11.0,51532.700000000004,248.8,2466.4
423,L47602,L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,11.0,73581.6,607.2,3391.3
424,L47603,L,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,11.0,65147.6,570.6999999999999,4007.9
425,L47604,L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,11.099999999999966,65351.00000000001,685.5,4626.0
426,M15285,M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,11.099999999999966,48118.5,491.29999999999995,5242.799999999999
427,L47606,L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,11.100000000000023,67394.9,898.0,6170.0
428,M15287,M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,11.0,63131.200000000004,928.4000000000001,6787.0
429,M15288,M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,11.0,58855.5,922.5,7715.000000000001
430,L47609,L,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,11.100000000000023,75258.4,1744.3999999999999,8640.800000000001
431,L47610,L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,11.100000000000023,59211.600000000006,1113.0,9258.0
432,L47611,L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,11.0,60587.4,1340.8,9872.0
433,M15292,M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,10.899999999999977,58200.200000000004,1349.8000000000002,10489.0
434,M15293,M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,10.899999999999977,43797.6,876.9,11414.5
435,M15294,M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,11.0,66334.8,1788.0,12340.0
436,L47615,L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,10.900000000000034,61511.600000000006,1771.6000000000001,13256.9
437,L47616,L,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,11.0,54595.2,1633.4999999999998,13873.5
438,L47617,L,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,11.0,59213.0,1809.5,14490.1
439,L47618,L,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,11.0,70000.2,2557.8,15111.599999999999
440,M15299,M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,10.900000000000034,53111.0,1764.6000000000001,15723.300000000001
441,L47620,L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,11.100000000000023,54448.8,2116.8,16659.0
442,H29855,H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,11.0,64913.8,2609.6,17276.0
443,L47622,L,297.4,308.5,1399,61.5,61,1,0,0,1,0,0,11.100000000000023,86038.5,3751.5,18818.5
444,H29857,H,297.4,308.5,1469,45.1,63,0,0,0,0,0,0,11.100000000000023,66251.90000000001,2841.3,19435.5
445,L47624,L,297.4,308.4,1582,37.2,68,0,0,0,0,0,0,11.0,58850.4,2529.6000000000004,20971.199999999997
446,L47625,L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0,11.100000000000023,47873.1,1869.0,21602.0
447,L47626,L,297.5,308.6,1452,39.0,72,0,0,0,0,0,0,11.100000000000023,56628.0,2808.0,22219.2
